Node 1 Name,Node 1 Tissue,Node 2 Name,Node 2 Tissue,VECPAC r,VECPAC p-values,VECPAC n,DSS r,DSS p-values,DSS n,LPS r,LPS p-values,LPS n,Pooled r,Pooled p-values,Pooled n,r Count,Consistent,Sign,edge_dir,Pooled FDR
Arachidonic acid-P,Plasma,Tyrosine-F,Feces,0.601074307,0.0177911,15,0.6,0.28475698,5,0.632455532,0.367544468,4,0.753970141,2.09E-05,24,3,TRUE,+,1,0.006875647
"Azetidine, 1-acetyl-2-methyl--P",Plasma,Suberic acid-F,Feces,0.384940608,0.306298535,9,0.155691414,0.712761708,8,,,1,0.829545455,2.07E-05,18,2,TRUE,+,1,0.006875647
"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza--P",Plasma,"L-Valinamide, N(2),N(2)-dimethyl-F",Feces,0.8,0.2,4,0.9,0.037386073,5,,,0,0.966666667,2.16E-05,9,2,TRUE,+,1,0.006875647
"Cholest-7-en-3-ol, (3beta,5alpha)--P",Plasma,l-Leucyl-l-valine-F,Feces,0.321114431,0.335615442,11,0.714285714,0.046528232,8,0.5,0.666666667,3,0.775014628,2.28E-05,22,3,TRUE,+,1,0.006875647
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P",Plasma,L-Proline-F,Feces,0.474618312,0.086377543,14,0.886243434,0.003373343,8,1,0,4,0.733960919,1.98E-05,26,3,TRUE,+,1,0.006875647
Glyceric acid-P,Plasma,"1,2,4,5-Cyclohexanetetrol-F",Feces,-0.828571429,0.041562682,6,-0.8,0.2,4,,,1,-0.936363636,2.21E-05,11,2,TRUE,-,-1,0.006875647
Indole-5-carboxylic acid-P,Plasma,Salsoline-F,Feces,-0.34387928,0.249951773,13,-0.428571429,0.337368311,7,-1,0,3,-0.763528563,2.25E-05,23,3,TRUE,-,-1,0.006875647
L-Hydroxyproline-P,Plasma,alpha-D-(+)-Talopyranose-F,Feces,-1,0,3,-1,0,3,-0.5,0.666666667,3,-0.966666667,2.16E-05,9,3,TRUE,-,-1,0.006875647
Oxalic acid-P,Plasma,Trisaminol-F,Feces,-0.728413482,0.001374111,16,-0.594618725,0.159089994,7,-1,0,4,-0.721203822,2.19E-05,27,3,TRUE,-,-1,0.006875647
Picolinic acid-P,Plasma,"2',2,3,6'-Tetramethoxychalcone-F",Feces,-0.5,0.666666667,3,-0.918956212,0.003436626,7,,,2,-0.921192306,2.09E-05,12,2,TRUE,-,-1,0.006875647
"Propanoic acid, 2-methyl--P",Plasma,Suberic acid-F,Feces,-0.143240881,0.610555694,15,-0.547619048,0.160025643,8,-0.2,0.8,4,-0.72285846,2.05E-05,27,3,TRUE,-,-1,0.006875647
Urea-P,Plasma,D-(-)-Fructopyranose-F,Feces,-0.054816565,0.852350323,14,-0.023809524,0.955374012,8,-0.632455532,0.367544468,4,-0.730501301,2.26E-05,26,3,TRUE,-,-1,0.006875647
"Benzaldehyde, 2,5-dimethyl--P",Plasma,3-Pyridylcarbinol-F,Feces,0.391800561,0.233380126,11,0.19047619,0.651401496,8,,,0,0.8126372,2.36E-05,19,2,TRUE,+,1,0.007061659
"Glycine, N-(1-oxobutyl)--P",Plasma,Lactic Acid-F,Feces,0.51655755,0.058594696,14,0.904761905,0.002008276,8,0.8,0.2,4,0.729045544,2.39E-05,26,3,TRUE,+,1,0.007062744
Methyl-3-methoxy-5-methyl benzoate-P,Plasma,Uracil-F,Feces,0.321297764,0.224961577,16,0.428571429,0.396501458,6,1,0,3,0.739657618,2.39E-05,25,3,TRUE,+,1,0.007062744
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene-P",Plasma,"cis-4,5-Dihydroxy-o-dithiane-F",Feces,0.640860962,0.024735858,12,0.357142857,0.385120644,8,,,2,0.772753462,2.49E-05,22,2,TRUE,+,1,0.007249011
Itaconic acid-P,Plasma,D-(-)-Fructopyranose-F,Feces,-0.652725379,0.056676692,9,-0.071428571,0.879048193,7,-0.4,0.6,4,-0.798044434,2.48E-05,20,3,TRUE,-,-1,0.007249011
"1,2,3,10,11,11a-Hexahydro-6,7,8-trimethoxy-3-oxo-5H-dibenzo(a,d)cycloheptene-P",Plasma,Pyridoxine-F,Feces,-0.866025404,0.333333333,3,-0.75,0.0521814,7,,,1,-0.933943198,2.60E-05,11,2,TRUE,-,-1,0.007404148
12-Hydroxyoctadecanoic acid-P,Plasma,Acetoacetic acid-F,Feces,-0.704029101,0.010601235,12,-0.81167945,0.049857585,6,,,1,-0.810360277,2.59E-05,19,2,TRUE,-,-1,0.007404148
"3,4,5-Trihydroxypentanoic acid, tetrakis(trimethylsilyl)--P",Plasma,l-Leucyl-l-valine-F,Feces,0.615587011,0.26899777,5,1,1.40E-24,5,,,2,0.917689674,2.59E-05,12,2,TRUE,+,1,0.007404148
Trimidox-P,Plasma,3-Pyridylcarbinol-F,Feces,-0.699091375,0.024470991,10,-0.535714286,0.215217456,7,-0.5,0.666666667,3,-0.796540109,2.64E-05,20,3,TRUE,-,-1,0.007455456
"Octane, 1-propoxy--P",Plasma,D-(-)-Fructopyranose-F,Feces,-0.548566458,0.042225222,14,-0.1,0.872888572,5,-0.4,0.6,4,-0.75890217,2.69E-05,23,3,TRUE,-,-1,0.007558556
Dehydronorketamine-P,Plasma,Salsoline-F,Feces,-0.320484581,0.263936491,14,-0.6,0.28475698,5,-0.8,0.2,4,-0.75852694,2.73E-05,23,3,TRUE,-,-1,0.007563308
Desmosterol-P,Plasma,Oxalic acid-F,Feces,0.507737794,0.044665097,16,0.634741919,0.090890436,8,0.6,0.4,4,0.705777683,2.72E-05,28,3,TRUE,+,1,0.007563308
"3,5-Dimethyl-1,4-diallylpyrazole-P",Plasma,"cis-4,5-Dihydroxy-o-dithiane-F",Feces,-0.0617331,0.865472307,10,-0.69047619,0.057990318,8,-0.2,0.8,4,-0.769231261,2.86E-05,22,3,TRUE,-,-1,0.007610886
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P",Plasma,L-Isoleucine-F,Feces,0.315676366,0.271572246,14,0.321085546,0.438063087,8,0.4,0.6,4,0.724315068,2.87E-05,26,3,TRUE,+,1,0.007610886
Dehydronorketamine-P,Plasma,Pantolactone-F,Feces,-0.365638767,0.198574994,14,-0.6,0.28475698,5,-1,0,4,-0.757291152,2.87E-05,23,3,TRUE,-,-1,0.007610886
Docosyl octyl ether-P,Plasma,N-(2-hydroxyethyl)-succinimide-F,Feces,0.690213579,0.003082468,16,0.2,0.8,4,0.4,0.6,4,0.746249202,2.83E-05,24,3,TRUE,+,1,0.007610886
Isoxaben-P,Plasma,L-Isoleucine-F,Feces,0.486324435,0.154079965,10,0.585322557,0.167397211,7,0.5,0.666666667,3,0.79457269,2.86E-05,20,3,TRUE,+,1,0.007610886
Itaconic acid-P,Plasma,Pantolactone-F,Feces,-0.310031827,0.383319798,10,-0.857142857,0.013697327,7,-0.2,0.8,4,-0.782072143,2.81E-05,21,3,TRUE,-,-1,0.007610886
Phenylpropanolamine-P,Plasma,2-Aminobutanoic acid-F,Feces,0.766480808,0.026520014,8,0.9,0.037386073,5,,,2,0.866845744,2.88E-05,15,2,TRUE,+,1,0.007610886
Acetoacetic acid-P,Plasma,Methylmaleic acid-F,Feces,-0.646718181,0.083087725,8,-0.314285714,0.544093294,6,,,0,-0.882288763,2.97E-05,14,2,TRUE,-,-1,0.007650603
"Erythrono-1,4-lactone, (Z)--P",Plasma,N-Methyl-L-proline-F,Feces,0.5592731,0.092788767,10,0.167667677,0.691465352,8,0.866025404,0.333333333,3,0.780630855,2.98E-05,21,3,TRUE,+,1,0.007650603
Methyl-3-methoxy-5-methyl benzoate-P,Plasma,Cytosine-F,Feces,0.622069557,0.023195785,13,0.314285714,0.544093294,6,1,0,3,0.76829616,2.97E-05,22,3,TRUE,+,1,0.007650603
Trimethylsilyl oct-2-enoate-P,Plasma,D-(-)-Fructopyranose-F,Feces,-0.421487603,0.151447363,13,-0.885714286,0.018845481,6,-1,0,4,-0.756796836,2.92E-05,23,3,TRUE,-,-1,0.007650603
"3,5-di-tert-Butyl-4-hydroxyacetophenone-P",Plasma,beta-Alanine-F,Feces,-0.673104089,0.011683925,13,-0.666885929,0.218893981,5,,,1,-0.806678695,3.01E-05,19,2,TRUE,-,-1,0.007695967
"2,2-Diallylpyrrolidine-P",Plasma,Suberic acid-F,Feces,0.188811189,0.556737056,12,0.5,0.253169995,7,0.4,0.6,4,0.754940711,3.14E-05,23,3,TRUE,+,1,0.007963862
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P",Plasma,Methylmaleic acid-F,Feces,-0.436791997,0.179189101,11,-0.637748139,0.17307111,6,,,0,-0.833950863,3.18E-05,17,2,TRUE,-,-1,0.00801559
Decanoic acid-P,Plasma,"Propanoic acid, 2-methyl-, hexyl ester-F",Feces,0.866025404,0.333333333,3,0.942857143,0.004804665,6,,,0,0.96235152,3.29E-05,9,2,TRUE,+,1,0.008155651
Isoxaben-P,Plasma,Tetrahydrolinalool-F,Feces,-0.5,0.666666667,3,-0.927633657,0.007665844,6,,,0,-0.96235152,3.29E-05,9,2,TRUE,-,-1,0.008155651
Methyl-3-methoxy-5-methyl benzoate-P,Plasma,Itaconic acid-F,Feces,-0.558581227,0.192452532,7,-0.314285714,0.544093294,6,,,1,-0.880088541,3.30E-05,14,2,TRUE,-,-1,0.008155651
"Octane, 1-propoxy--P",Plasma,"2-Methyl-4,6-dinitrophenol-F",Feces,0.5,0.666666667,3,1,1.40E-24,5,,,0,0.976190476,3.31E-05,8,2,TRUE,+,1,0.008155651
12-Hydroxyoctadecanoic acid-P,Plasma,Trisaminol-F,Feces,-0.638123982,0.018930164,13,-0.872081599,0.053854218,5,,,1,-0.803516561,3.42E-05,19,2,TRUE,-,-1,0.008212312
"6,8-Dioxapentadecane-P",Plasma,3-Pyridylcarbinol-F,Feces,0.583946622,0.059260959,11,0.7,0.188120404,5,,,1,0.832210445,3.42E-05,17,2,TRUE,+,1,0.008212312
"Aziridine, 1-(2-buten-2-yl)--P",Plasma,Syringic acid-F,Feces,-0.666666667,0.049867231,9,-0.214285714,0.644511581,7,-1,0,3,-0.803508772,3.42E-05,19,3,TRUE,-,-1,0.008212312
Nonadecanoic acid-P,Plasma,9-Octadecenoic acid-F,Feces,-0.615252823,0.014633454,15,-0.678571429,0.093750254,7,,,2,-0.741676174,3.36E-05,24,2,TRUE,-,-1,0.008212312
"9,12-Octadecadienoic acid-P",Plasma,Pyridoxine-F,Feces,-0.632455532,0.367544468,4,-0.785714286,0.036238463,7,,,0,-0.929387377,3.49E-05,11,2,TRUE,-,-1,0.008333347
Diphenyl ether-P,Plasma,9-Octadecenoic acid-F,Feces,-0.398822232,0.125967874,16,-0.666666667,0.070987654,8,-1,0,4,-0.698712917,3.54E-05,28,3,TRUE,-,-1,0.008406146
L-Glutamine-P,Plasma,Ribonic acid-F,Feces,-0.469462967,0.066557361,16,-0.547619048,0.160025643,8,-0.5,0.666666667,3,-0.708288819,3.57E-05,27,3,TRUE,-,-1,0.008420474
DL-Phenylalanine-P,Plasma,Trisaminol-F,Feces,0.915620318,6.52E-07,16,0.309090909,0.499973136,7,0.8,0.2,4,0.707995794,3.61E-05,27,3,TRUE,+,1,0.008461849
"2,2-Diallylpyrrolidine-P",Plasma,Levoglucosan-F,Feces,0.712336193,0.013907802,11,0.285714286,0.534509229,7,0.8,0.2,4,0.762711986,3.67E-05,22,3,TRUE,+,1,0.008563556
Trimidox-P,Plasma,Pantolactone-F,Feces,-0.668696098,0.034509542,10,-0.535714286,0.215217456,7,-0.5,0.666666667,3,-0.787514159,3.76E-05,20,3,TRUE,-,-1,0.008728498
"2-Propanone, bis(1-methylethyl)hydrazone-P",Plasma,Pantolactone-F,Feces,-0.866025404,0.333333333,3,-0.833333333,0.01017554,8,,,1,-0.910684409,3.85E-05,12,2,TRUE,-,-1,0.008867657
"(R*,S*)-2,3-Dihydroxybutanoic acid-P",Plasma,Pantolactone-F,Feces,-0.828571429,0.041562682,6,-0.974679434,0.00481823,5,-0.5,0.666666667,3,-0.875688099,4.05E-05,14,3,TRUE,-,-1,0.008960127
"1H-Pyrazole, 3,4-bis(trimethylsilyl)--P",Plasma,Ethanolamine-F,Feces,-0.885714286,0.018845481,6,-0.900937463,0.005620587,7,-0.316227766,0.683772234,4,-0.828221482,4.03E-05,17,3,TRUE,-,-1,0.008960127
Acetoacetic acid-P,Plasma,L-Threonine-F,Feces,0.204268293,0.571345484,10,0.380952381,0.351812553,8,,,2,0.78592927,4.00E-05,20,2,TRUE,+,1,0.008960127
"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]--P",Plasma,Uracil-F,Feces,0.26971326,0.312389104,16,0.222374795,0.631749339,7,0.4,0.6,4,0.70557718,3.94E-05,27,3,TRUE,+,1,0.008960127
L-Proline-P,Plasma,Vanillin-F,Feces,0.268636515,0.314399945,16,0.268174958,0.520760005,8,0.866025404,0.333333333,3,0.705128101,4.01E-05,27,3,TRUE,+,1,0.008960127
"N,O-Bis(trimethylsilyl)carbamate-P",Plasma,L-Valine-F,Feces,0.767076483,0.003596176,12,0.595238095,0.119529806,8,0.8,0.2,4,0.736681905,4.04E-05,24,3,TRUE,+,1,0.008960127
Pyroglutamic acid-P,Plasma,2-Aminoadipic acid-F,Feces,0.004201681,0.991440532,9,0.530158962,0.17650983,8,0.5,0.666666667,3,0.786521307,3.91E-05,20,3,TRUE,+,1,0.008960127
Uridine-P,Plasma,Methyl stearate-F,Feces,0.259392186,0.35051794,15,0.071428571,0.879048193,7,0.948683298,0.051316702,4,0.714896622,4.07E-05,26,3,TRUE,+,1,0.008960127
Pipecolic acid-P,Plasma,Trisaminol-F,Feces,0.66338433,0.007014825,15,0.198206242,0.670085034,7,0.632455532,0.367544468,4,0.714627898,4.11E-05,26,3,TRUE,+,1,0.00899849
"cis-4,5-Dihydroxy-o-dithiane, 2O--P",Plasma,"cis-4,5-Dihydroxy-o-dithiane-F",Feces,-0.539983992,0.037724861,15,-0.214285714,0.610344416,8,-0.4,0.6,4,-0.703590601,4.23E-05,27,3,TRUE,-,-1,0.009231529
"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]--P",Plasma,DL-Phenylalanine-F,Feces,0.612832525,0.01160159,16,0.741249317,0.05657714,7,0.8,0.2,4,0.703087093,4.31E-05,27,3,TRUE,+,1,0.009249747
Methylmalonic monoamide-P,Plasma,L-Isoleucine-F,Feces,0.666673617,0.025068854,11,0.277218497,0.594824389,6,0.5,0.666666667,3,0.784018148,4.30E-05,20,3,TRUE,+,1,0.009249747
Valylglycine-P,Plasma,Pentanedioic acid-F,Feces,-0.578514592,0.038330509,13,-0.9,0.037386073,5,-0.948683298,0.051316702,4,-0.758406602,4.31E-05,22,3,TRUE,-,-1,0.009249747
N-Isobutyl-sec-butylamine-P,Plasma,Pantolactone-F,Feces,-0.196839291,0.53975917,12,-0.714285714,0.071343561,7,,,2,-0.77023111,4.42E-05,21,2,TRUE,-,-1,0.009432051
"2,2'-Biphenyldiol-P",Plasma,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F",Feces,0.4,0.6,4,0.810843716,0.026916329,7,,,0,0.924831557,4.59E-05,11,2,TRUE,+,1,0.009504706
"2,5-Dimethoxymandelic acid-P",Plasma,"2,5-Dimethoxymandelic acid-F",Feces,0.840668002,0.036057573,6,0.404761905,0.319888641,8,,,1,0.856121879,4.64E-05,15,2,TRUE,+,1,0.009504706
5-Hydroxyquinoline-P,Plasma,"Hexadecanoic acid, ethyl ester-F",Feces,-0.414762971,0.110175456,16,-0.428571429,0.396501458,6,-0.2,0.8,4,-0.711719679,4.56E-05,26,3,TRUE,-,-1,0.009504706
"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione-P",Plasma,Itaconic acid-F,Feces,-0.371428571,0.468478134,6,-0.323359091,0.434639449,8,,,1,-0.856121879,4.64E-05,15,2,TRUE,-,-1,0.009504706
"Benzaldehyde, 2,5-dimethyl--P",Plasma,9-Octadecenamide-F,Feces,0.68902439,0.027537242,10,0.619047619,0.101733037,8,,,0,0.809917355,4.63E-05,18,2,TRUE,+,1,0.009504706
"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]--P",Plasma,3-Pyridylcarbinol-F,Feces,0.420045242,0.105263542,16,0.111187397,0.812407015,7,0.4,0.6,4,0.701604679,4.55E-05,27,3,TRUE,+,1,0.009504706
L-Isoleucine-P,Plasma,"1,2,4,5-Cyclohexanetetrol-F",Feces,-0.75,0.0521814,7,-0.948683298,0.051316702,4,,,1,-0.907181776,4.63E-05,12,2,TRUE,-,-1,0.009504706
Methyl-3-methoxy-5-methyl benzoate-P,Plasma,L-Valyl-L-leucine-F,Feces,-0.475903614,0.23325724,8,-0.6,0.208,6,,,0,-0.873348018,4.51E-05,14,2,TRUE,-,-1,0.009504706
Glyceric acid-P,Plasma,Vanillin-F,Feces,0.121012174,0.680272424,14,0.642857143,0.119392373,7,0.737864787,0.262135213,4,0.72143132,4.71E-05,25,3,TRUE,+,1,0.009584204
Butylated Hydroxytoluene-P,Plasma,"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate-F",Feces,0.75,0.000819764,16,0.518109895,0.18839393,8,0.8,0.2,4,0.690391485,4.78E-05,28,3,TRUE,+,1,0.009692981
"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]--P",Plasma,2-Pyrrolidinone-F,Feces,0.466077203,0.068813998,16,0.778311782,0.039281056,7,0.2,0.8,4,0.699878045,4.84E-05,27,3,TRUE,+,1,0.009737449
"Inosose-2, 1,3,4,5,6-pentakis--P",Plasma,Cyclohexanemethanol-F,Feces,0.409336387,0.129741565,15,0.215572727,0.608149066,8,0.4,0.6,4,0.699770891,4.86E-05,27,3,TRUE,+,1,0.009737449
beta-Hydroxypyruvic acid-P,Plasma,Tyrosine-F,Feces,-0.336014433,0.220773,15,-0.306318737,0.504027009,7,-0.737864787,0.262135213,4,-0.709423729,4.95E-05,26,3,TRUE,-,-1,0.009825865
L-Threonine-P,Plasma,Cyclohexanemethanol-F,Feces,0.8,0.2,4,0.347311616,0.399263874,8,,,2,0.871287656,4.95E-05,14,2,TRUE,+,1,0.009825865
1-Aminocyclopropanecarboxylic acid-P,Plasma,Methylmaleic acid-F,Feces,-0.399172794,0.176629757,13,-0.49280538,0.320632583,6,,,0,-0.793407283,5.05E-05,19,2,TRUE,-,-1,0.009970154
2-Pyrrolidinone-P,Plasma,"2,5-Dimethoxymandelic acid-F",Feces,-0.794117647,0.059217891,6,-0.479050505,0.229740545,8,,,2,-0.837140979,5.24E-05,16,2,TRUE,-,-1,0.010195403
Dobutamine-P,Plasma,"Gluconolactone (3R,4S,5R,6R)-F",Feces,-0.619591585,0.042040066,11,-0.6,0.4,4,-0.4,0.6,4,-0.792452906,5.23E-05,19,3,TRUE,-,-1,0.010195403
Phenoxyacetic acid-P,Plasma,9-Octadecenoic acid-F,Feces,-0.456891315,0.075216821,16,-1,0,4,-1,0,4,-0.72960642,5.22E-05,24,3,TRUE,-,-1,0.010195403
Uracil-P,Plasma,Stearic acid-F,Feces,0.211659278,0.448882878,15,0.27545404,0.509054073,8,0.316227766,0.683772234,4,0.6970207,5.35E-05,27,3,TRUE,+,1,0.010346802
Urea-P,Plasma,L-Leucine-F,Feces,-0.450917322,0.079605796,16,-0.142857143,0.73576486,8,-0.948683298,0.051316702,4,-0.687149994,5.37E-05,28,3,TRUE,-,-1,0.010346802
D-Ribose-P,Plasma,3-Pyridylcarbinol-F,Feces,0.5,0.666666667,3,0.771428571,0.072396501,6,,,1,0.939393939,5.48E-05,10,2,TRUE,+,1,0.010524396
"1,1'-Biphenyl, 3,4-diethyl--P",Plasma,Uracil-F,Feces,0.21276694,0.555075996,10,0.261904762,0.530922862,8,0.5,0.666666667,3,0.763884418,5.57E-05,21,3,TRUE,+,1,0.01059945
3-Ethylphenol-P,Plasma,Uracil-F,Feces,-0.3,0.623837665,5,-0.684712472,0.089666453,7,,,1,-0.885833025,5.58E-05,13,2,TRUE,-,-1,0.01059945
"D-Isoleucine, N-acetyl--P",Plasma,L-Rhamnose-F,Feces,0.457689601,0.074643899,16,0.738095238,0.036552761,8,0.8,0.2,4,0.68591762,5.60E-05,28,3,TRUE,+,1,0.01059945
"Propanoic acid, 2-methyl--P",Plasma,Norketamine-F,Feces,0.652175621,0.029650925,11,0.476190476,0.232935535,8,0.8,0.2,4,0.738442544,5.74E-05,23,3,TRUE,+,1,0.0108076
Uracil-P,Plasma,"2,5-Di-tert-butyl-4-hydroxyphenol-F",Feces,0.403949731,0.135366823,15,0.13253012,0.754400429,8,0.316227766,0.683772234,4,0.694788332,5.79E-05,27,3,TRUE,+,1,0.010843717
DL-Phenylalanine-P,Plasma,D-Glucose-F,Feces,0.519946021,0.038974341,16,0.594618725,0.159089994,7,0.6,0.4,4,0.694270833,5.89E-05,27,3,TRUE,+,1,0.010989389
Acetoacetic acid-P,Plasma,L-Aspartic acid-F,Feces,0.486324435,0.154079965,10,0.119047619,0.778885726,8,,,2,0.775018811,5.99E-05,20,2,TRUE,+,1,0.011082447
"D-(+)-Talofuranose, pentakis-P",Plasma,2-tert-Butyl-4-ethylphenol-F,Feces,0.4,0.286105102,9,0.5,0.666666667,3,0.5,0.666666667,3,0.85,6.00E-05,15,3,TRUE,+,1,0.011082447
Tartronic acid-P,Plasma,Pantolactone-F,Feces,-0.570595101,0.084971726,10,-0.891630982,0.002928681,8,-0.4,0.6,4,-0.748869856,6.08E-05,22,3,TRUE,-,-1,0.011183242
"Benzaldehyde, 2,5-dimethyl--P",Plasma,Syringic acid-F,Feces,0.355353997,0.283517753,11,0.380952381,0.351812553,8,,,0,0.788065017,6.15E-05,19,2,TRUE,+,1,0.011258602
Methyl-3-methoxy-5-methyl benzoate-P,Plasma,L-Threonine-F,Feces,0.200000054,0.45768778,16,0.085714286,0.87174344,6,1,0,3,0.713570754,6.21E-05,25,3,TRUE,+,1,0.011319882
"1H-Pyrazole, 3,4-bis(trimethylsilyl)--P",Plasma,4-Methoxyphenol-F,Feces,1,0,3,0.522543728,0.228877878,7,0.632455532,0.367544468,4,0.865640866,6.32E-05,14,3,TRUE,+,1,0.011365549
"3beta-TRIMETHYLSILOXY-5alpha,6alpha-EPOXYCHOLESTANE-P",Plasma,Tyrosine-F,Feces,0.587180675,0.057529079,11,0.071428571,0.879048193,7,0.8,0.2,4,0.747880636,6.29E-05,22,3,TRUE,+,1,0.011365549
"Cholesta-3,5-dien-7-one-P",Plasma,Cytosine-F,Feces,0.559656581,0.19141213,7,0.108112496,0.817533266,7,,,2,0.83259587,6.27E-05,16,2,TRUE,+,1,0.011365549
"1H-Pyrazole, 3,4-bis(trimethylsilyl)--P",Plasma,L-Hydroxyproline-F,Feces,0.6,0.208,6,0.810843716,0.026916329,7,0.316227766,0.683772234,4,0.815951534,6.50E-05,17,3,TRUE,+,1,0.011589427
"4,4,5,8-Tetramethyl-chroman-2-one-P",Plasma,Monomethyl succinate-F,Feces,-0.866025404,0.333333333,3,-0.9,0.037386073,5,,,0,-0.970077272,6.55E-05,8,2,TRUE,-,-1,0.011589427
"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]--P",Plasma,L-Threonine-F,Feces,0.228044343,0.395625434,16,0.407687124,0.363942484,7,0.8,0.2,4,0.691273318,6.53E-05,27,3,TRUE,+,1,0.011589427
"Erythrono-1,4-lactone, (Z)--P",Plasma,Tetrahydrolinalool-F,Feces,-0.6,0.28475698,5,-0.630656224,0.128887696,7,,,0,-0.900176512,6.59E-05,12,2,TRUE,-,-1,0.011589427
"N,N-Diethyl-2-aminoethanol-P",Plasma,Methyl stearate-F,Feces,-0.666666847,0.004795904,16,,,0,-0.6,0.4,4,-0.772470908,6.57E-05,20,2,TRUE,-,-1,0.011589427
Butylmethylamine-P,Plasma,2-Hydroxy-3-methylbutyric acid-F,Feces,1,0,3,0.880952381,0.00385032,8,,,0,0.918181818,6.66E-05,11,2,TRUE,+,1,0.011634292
Glycolic acid-P,Plasma,Pyridoxine-F,Feces,-0.316227766,0.683772234,4,-0.763762616,0.045659124,7,,,1,-0.899825643,6.70E-05,12,2,TRUE,-,-1,0.011634292
Nonanal-P,Plasma,Norketamine-F,Feces,0.50090131,0.097154489,12,0.428571429,0.289403225,8,0.8,0.2,4,0.722524911,6.68E-05,24,3,TRUE,+,1,0.011634292
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P",Plasma,Itaconic acid-F,Feces,-0.414431233,0.355268944,7,-0.011976263,0.977546655,8,,,1,-0.830633284,6.76E-05,16,2,TRUE,-,-1,0.011693704
"Dodecane, 4,6-dimethyl--P",Plasma,L-Serine-F,Feces,0.812961117,0.000128896,16,0.5,0.666666667,3,0.2,0.8,4,0.733564103,6.80E-05,23,3,TRUE,+,1,0.01171351
3'-Hydroxyacetophenone-P,Plasma,Pantolactone-F,Feces,-0.3,0.623837665,5,-0.833333333,0.01017554,8,,,1,-0.863736264,6.85E-05,14,2,TRUE,-,-1,0.011735101
n-Pentadecanol-P,Plasma,2-tert-Butyl-4-ethylphenol-F,Feces,-0.7,0.035769575,9,-1,0,3,-0.5,0.666666667,3,-0.846428571,6.92E-05,15,3,TRUE,-,-1,0.011817346
"1,1'-Biphenyl, 3,4-diethyl--P",Plasma,Itaconic acid-F,Feces,-0.231908414,0.658373571,6,-0.357142857,0.385120644,8,,,1,-0.845398014,7.21E-05,15,2,TRUE,-,-1,0.012161759
2-Aminobutanoic acid-P,Plasma,L-Rhamnose-F,Feces,0.151030144,0.657568907,11,0.452380952,0.260404767,8,,,0,0.78348712,7.25E-05,19,2,TRUE,+,1,0.012161759
4-Hydroxybenzoic acid-P,Plasma,"2,5-Dimethoxymandelic acid-F",Feces,-0.4,0.6,4,-0.467074242,0.243269917,8,,,2,-0.862486771,7.21E-05,14,2,TRUE,-,-1,0.012161759
alpha-Linolenic acid-P,Plasma,"3-Hydroxy-2,3-dihydromaltol-F",Feces,-0.631271183,0.008726804,16,-0.828571429,0.041562682,6,-1,0,3,-0.709007138,7.26E-05,25,3,TRUE,-,-1,0.012161759
Arachidonic acid-P,Plasma,L-Isoleucine-F,Feces,0.611807777,0.015357372,15,0.6,0.28475698,5,0.632455532,0.367544468,4,0.720034959,7.28E-05,24,3,TRUE,+,1,0.012161759
Indole-3-lactic acid-P,Plasma,"N-Acetyl-D-galactosamine, (R,R,R,R)-F",Feces,0.069321534,0.798646303,16,0.108112496,0.817533266,7,1,0,4,0.687643203,7.39E-05,27,3,TRUE,+,1,0.012306532
Syringaldehyde-P,Plasma,3-Pyridylcarbinol-F,Feces,0.540080747,0.030803984,16,0.024397502,0.954272834,8,0.2,0.8,4,0.67773065,7.43E-05,28,3,TRUE,+,1,0.012306532
"Benzene, 4-ethenyl-1,2-dimethoxy--P",Plasma,Desmethylverapamil-F,Feces,0.485714286,0.328723032,6,0.9,0.037386073,5,,,2,0.879120879,7.54E-05,13,2,TRUE,+,1,0.012452875
"Glycine, N-(1-oxobutyl)--P",Plasma,Ferulic acid-F,Feces,0.43219641,0.122750376,14,0.19047619,0.651401496,8,0.8,0.2,4,0.697109721,7.58E-05,26,3,TRUE,+,1,0.012460927
2-Pyrrolidinone-P,Plasma,Tetrahydrolinalool-F,Feces,-0.4,0.504631575,5,-0.684712472,0.089666453,7,,,0,-0.896673879,7.78E-05,12,2,TRUE,-,-1,0.01269252
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P",Plasma,L-Leucine-F,Feces,0.479033366,0.083086654,14,0.203596465,0.628674673,8,0.8,0.2,4,0.696321897,7.78E-05,26,3,TRUE,+,1,0.01269252
