cpx_gene,pls_metabolite,VECPAC r,VECPAC p-values,VECPAC n,DSS r,DSS p-values,DSS n,LPS r,LPS p-values,LPS n,Pooled r,Pooled p-values,Pooled n,r Count,Consistent,Sign,edge_dir,Pooled FDR
ENSMUSG00000072763-P,Dinoseb ,0.892857143,0.006807187,7,,,1,0.25226249,0.585241091,7,0.798927933,0.000353391,15,2,True,+,1,0.072769131
ENSMUSG00000024800-P,Dinoseb ,0.75,0.0521814,7,,,1,0.684712472,0.089666453,7,0.800715244,0.000335011,15,2,True,+,1,0.070704867
ENSMUSG00000030216-P,DL-Glyceraldehyde,0.678571429,0.093750254,7,,,2,0.810843716,0.026916329,7,0.878587434,7.52e-06,16,2,True,+,1,0.016194464
ENSMUSG00000041134-P,DL-Glyceraldehyde,0.512271764,0.239805391,7,,,2,0.396412484,0.37863471,7,0.758851606,0.000653551,16,2,True,+,1,0.09034739
ENSMUSG00000024687-P,DL-Glyceraldehyde,0.607142857,0.148231161,7,,,2,0.936974961,0.00185103,7,0.81089058,0.000138406,16,2,True,+,1,0.059783548
ENSMUSG00000039883-P,DL-Glyceraldehyde,-0.321428571,0.482072038,7,,,2,-0.936974961,0.00185103,7,-0.857984044,2.13e-05,16,2,True,-,-1,0.029645448
ENSMUSG00000055447-P,DL-Glyceraldehyde,0.678571429,0.093750254,7,,,2,0.342356236,0.452251222,7,0.79175886,0.000257304,16,2,True,+,1,0.067071685
ENSMUSG00000052534-P,DL-Glyceraldehyde,0.464285714,0.293934108,7,,,2,0.270281239,0.557730749,7,0.782928836,0.000335505,16,2,True,+,1,0.070704867
ENSMUSG00000037646-P,DL-Glyceraldehyde,0.357142857,0.431611352,7,,,2,0.504524979,0.248203114,7,0.75202375,0.000779003,16,2,True,+,1,0.09748109
ENSMUSG00000040661-P,DL-Glyceraldehyde,0.678571429,0.093750254,7,,,2,0.504524979,0.248203114,7,0.779985494,0.000365569,16,2,True,+,1,0.073673108
ENSMUSG00000064340-P,DL-Glyceraldehyde,-0.25,0.588724448,7,,,2,-0.468487481,0.288996772,7,-0.769683799,0.000488859,16,2,True,-,-1,0.081651821
ENSMUSG00000031027-P,Doconexent,0.906326967,0.004901635,7,1.0,0.0,3,0.428571429,0.337368311,7,0.726277675,0.000961691,17,3,True,+,1,0.099220508
ENSMUSG00000040158-P,Docosyl octyl ether,-0.630656224,0.128887696,7,,,2,-0.31887407,0.53790056,6,-0.806307951,0.000282473,15,2,True,-,-1,0.068741648
ENSMUSG00000007892-P,Docosyl octyl ether,0.054056248,0.908365283,7,,,2,0.771428571,0.072396501,6,0.766756338,0.000852762,15,2,True,+,1,0.09748109
ENSMUSG00000038717-P,Docosyl octyl ether,0.72074997,0.067634995,7,,,2,0.542857143,0.265702624,6,0.890080784,8.79e-06,15,2,True,+,1,0.018137065
ENSMUSG00000005514-P,"Dodecanamide, N-(2-hydroxyethyl)-",-0.642857143,0.119392373,7,-0.5,0.666666667,3,-0.678571429,0.093750254,7,-0.735294118,0.000770053,17,3,True,-,-1,0.097160136
ENSMUSG00000036613-P,"Dodecanamide, N-(2-hydroxyethyl)-",-0.785714286,0.036238463,7,-1.0,0.0,3,-0.535714286,0.215217456,7,-0.727941176,0.000923647,17,3,True,-,-1,0.098452429
ENSMUSG00000066595-P,"Dodecanamide, N-(2-hydroxyethyl)-",-0.75,0.0521814,7,-0.5,0.666666667,3,-0.571428571,0.180201989,7,-0.806372549,9.24e-05,17,3,True,-,-1,0.054458719
ENSMUSG00000024151-P,"Dodecane, 4,6-dimethyl-",-0.928571429,0.002519472,7,,,2,-0.642857143,0.119392373,7,-0.761764706,0.000605343,16,2,True,-,-1,0.088618622
ENSMUSG00000014195-P,"Dodecane, 4,6-dimethyl-",-0.892857143,0.006807187,7,,,2,-0.75,0.0521814,7,-0.770588235,0.000476822,16,2,True,-,-1,0.080592749
ENSMUSG00000022312-P,"Dodecane, 4,6-dimethyl-",-0.857142857,0.013697327,7,,,2,-0.642857143,0.119392373,7,-0.797058824,0.000218098,16,2,True,-,-1,0.067071685
ENSMUSG00000045817-P,"Dodecane, 4,6-dimethyl-",0.964285714,0.000454149,7,,,2,0.928571429,0.002519472,7,0.914705882,7.01e-07,16,2,True,+,1,0.002671119
ENSMUSG00000038064-P,"Dodecane, 4,6-dimethyl-",-1.0,0.0,7,,,2,-0.714285714,0.071343561,7,-0.844117647,3.93e-05,16,2,True,-,-1,0.037863298
ENSMUSG00000029551-P,"Dodecane, 4,6-dimethyl-",-0.678571429,0.093750254,7,,,2,-0.928571429,0.002519472,7,-0.776470588,0.000404351,16,2,True,-,-1,0.076139417
ENSMUSG00000016018-P,"Dodecane, 4,6-dimethyl-",-0.75,0.0521814,7,,,2,-0.75,0.0521814,7,-0.755882353,0.000705891,16,2,True,-,-1,0.09409911
ENSMUSG00000030060-P,"Dodecanoic acid, 1-methylethyl ester",-0.4,0.6,4,-1.0,0.0,3,-0.8,0.2,4,-0.881818182,0.000330169,11,3,True,-,-1,0.070704867
ENSMUSG00000014603-P,"Dodecanoic acid, 1-methylethyl ester",-0.8,0.2,4,-1.0,0.0,3,-1.0,0.0,4,-0.851938429,0.000870365,11,3,True,-,-1,0.09748109
ENSMUSG00000008690-P,Dodecylcyclohexane,-0.327326835,0.473596936,7,,,1,-0.770934253,0.04244907,7,-0.866376424,2.95e-05,15,2,True,-,-1,0.035186847
ENSMUSG00000050822-P,Dodecylcyclohexane,-0.727392967,0.063934658,7,,,1,-0.660800788,0.106106559,7,-0.810770484,0.000245569,15,2,True,-,-1,0.067071685
ENSMUSG00000037012-P,Dodecylcyclohexane,-0.254587539,0.581668047,7,,,1,-0.275333662,0.550093,7,-0.812564224,0.000231896,15,2,True,-,-1,0.067071685
ENSMUSG00000030256-P,Dodecylcyclohexane,0.43643578,0.327582499,7,,,1,0.752578676,0.050922984,7,0.817945444,0.000194567,15,2,True,+,1,0.067071685
ENSMUSG00000046157-P,Dodecylcyclohexane,-0.145478593,0.755633013,7,,,1,-0.238622507,0.606335951,7,-0.782070644,0.000570831,15,2,True,-,-1,0.086450313
ENSMUSG00000061689-P,Dodecylcyclohexane,-0.418250956,0.350395113,7,,,1,-0.734223098,0.060247046,7,-0.830501624,0.000126269,15,2,True,-,-1,0.058715771
ENSMUSG00000033792-P,Dodecylcyclohexane,-0.381881308,0.397917325,7,,,1,-0.036711155,0.937719196,7,-0.801801784,0.000324224,15,2,True,-,-1,0.070704867
ENSMUSG00000087368-P,Dopamine,-0.3,0.623837665,5,-0.5,0.666666667,3,-1.0,0.0,3,-0.854545455,0.000806674,11,3,True,-,-1,0.09748109
ENSMUSG00000067148-P,Dopamine,-0.8,0.104088039,5,-0.5,0.666666667,3,-0.5,0.666666667,3,-0.863636364,0.000611694,11,3,True,-,-1,0.088618622
ENSMUSG00000039813-P,Erythritol,-0.821428571,0.023448808,7,-1.0,0.0,4,-0.163663418,0.725862474,7,-0.722107823,0.000714386,18,3,True,-,-1,0.094595049
ENSMUSG00000028700-P,"Erythrono-1,4-lactone, (Z)-",0.285714286,0.534509229,7,0.737864787,0.262135213,4,0.396412484,0.37863471,7,0.791322736,9.17e-05,18,3,True,+,1,0.054458719
ENSMUSG00000041642-P,"Erythrono-1,4-lactone, (Z)-",-0.392857143,0.38331687,7,-0.737864787,0.262135213,4,-0.774806218,0.040769463,7,-0.741602166,0.000427341,18,3,True,-,-1,0.078055046
ENSMUSG00000064246-P,"Erythrono-1,4-lactone, (Z)-",0.464285714,0.293934108,7,0.632455532,0.367544468,4,0.288299988,0.53065066,7,0.745868167,0.000379635,18,3,True,+,1,0.073907169
ENSMUSG00000022427-P,"Erythrono-1,4-lactone, (Z)-",0.392857143,0.38331687,7,0.948683298,0.051316702,4,0.288299988,0.53065066,7,0.762397101,0.000234698,18,3,True,+,1,0.067071685
ENSMUSG00000085890-P,"Erythrono-1,4-lactone, (Z)-",-0.535714286,0.215217456,7,-0.544331054,0.455668946,4,-0.411376676,0.359186627,7,-0.716252974,0.000826896,18,3,True,-,-1,0.09748109
ENSMUSG00000020135-P,Ethanolamine,-0.637748139,0.17307111,6,-0.948683298,0.051316702,4,-0.054056248,0.908365283,7,-0.788214965,0.000170955,17,3,True,-,-1,0.064875151
ENSMUSG00000037716-P,Ethanolamine,-0.231908414,0.658373571,6,-0.632455532,0.367544468,4,-0.945454545,0.001295807,7,-0.7335386,0.000804646,17,3,True,-,-1,0.09748109
ENSMUSG00000021709-P,Ethanolamine,0.637748139,0.17307111,6,0.632455532,0.367544468,4,0.396412484,0.37863471,7,0.75015474,0.000523553,17,3,True,+,1,0.083369543
ENSMUSG00000025505-P,"Ethanone, 1-(2,5-dimethoxyphenyl)-",,,2,0.4,0.6,4,0.927633657,0.007665844,6,0.83712913,0.000682001,12,2,True,+,1,0.092915405
ENSMUSG00000030060-P,"Ethanone, 1-(5-methoxy-2-methyl-3(1H)-indolyl)-",,,2,-0.4,0.6,4,-0.396412484,0.37863471,7,-0.836314409,0.000366707,13,2,True,-,-1,0.073673108
ENSMUSG00000049295-P,Ethyl cis-2-trimethylsilyl-cyclopropane-1-carboxylate,-0.4,0.6,4,-0.8,0.2,4,-0.485714286,0.328723032,6,-0.815384615,0.000379132,14,3,True,-,-1,0.073907169
ENSMUSG00000046711-P,Ethyl cis-2-trimethylsilyl-cyclopropane-1-carboxylate,0.4,0.6,4,0.4,0.6,4,0.257142857,0.622787172,6,0.842684778,0.000154534,14,3,True,+,1,0.061889587
ENSMUSG00000003949-P,"Furan, 2-pentyl-",0.885714286,0.018845481,6,,,2,0.667124385,0.101617979,7,0.824378055,0.000156561,15,2,True,+,1,0.061889587
ENSMUSG00000058420-P,Galactopyranose,0.9,0.037386073,5,0.948683298,0.051316702,4,0.468487481,0.288996772,7,0.754050891,0.000739856,16,3,True,+,1,0.095704141
ENSMUSG00000085890-P,Glucopyranose,-0.9,0.037386073,5,,,1,-0.704186851,0.077350248,7,-0.81388412,0.000709891,13,2,True,-,-1,0.094251803
ENSMUSG00000041134-P,Glyceric acid,0.758970926,0.080141228,6,0.5,0.666666667,3,0.428571429,0.337368311,7,0.777799117,0.000389312,16,3,True,+,1,0.075019053
ENSMUSG00000020135-P,Glyceric acid,-0.657142857,0.156174927,6,-0.5,0.666666667,3,-0.428571429,0.337368311,7,-0.773529412,0.000439356,16,3,True,-,-1,0.078549494
ENSMUSG00000028051-P,Glyceric acid,-0.828571429,0.041562682,6,,,3,-0.534522484,0.216437229,7,-0.761639375,0.000607355,16,2,True,-,-1,0.088618622
ENSMUSG00000013858-P,Glycine,-0.306318737,0.504027009,7,-0.4,0.6,4,-0.72074997,0.067634995,7,-0.747934283,0.000358191,18,3,True,-,-1,0.073291945
ENSMUSG00000005514-P,"Glycine, N-(1-oxobutyl)-",0.985610761,0.000309086,6,0.4,0.6,4,0.75,0.0521814,7,0.781116027,0.000214089,17,3,True,+,1,0.067071685
ENSMUSG00000032372-P,"Glycine, N-(1-oxobutyl)-",0.724713795,0.103242805,6,0.4,0.6,4,0.642857143,0.119392373,7,0.77007985,0.000299028,17,3,True,+,1,0.070097365
ENSMUSG00000038717-P,"Glycine, N-(1-oxobutyl)-",0.637748139,0.17307111,6,0.4,0.6,4,0.535714286,0.215217456,7,0.793378445,0.00014438,17,3,True,+,1,0.06008493
ENSMUSG00000049744-P,"Glycine, N-(N-DL-leucylglycyl)-",-0.738768719,0.057858497,7,,,1,-0.370624658,0.4131162,7,-0.774596669,0.000696985,15,2,True,-,-1,0.093515447
ENSMUSG00000033021-P,"Glycine, N-[4-[(trimethylsilyl)oxy]benzoyl]-",,,2,0.5,0.666666667,3,0.5,0.666666667,3,0.952380952,0.0002604,8,2,True,+,1,0.067071685
ENSMUSG00000035505-P,Glycolic acid,-0.612637475,0.143588575,7,-0.632455532,0.367544468,4,-0.5,0.253169995,7,-0.773760743,0.000164887,18,3,True,-,-1,0.06313846
ENSMUSG00000029438-P,Glycolic acid,0.846881215,0.016197127,7,0.632455532,0.367544468,4,0.571428571,0.180201989,7,0.771694627,0.000176074,18,3,True,+,1,0.065404371
ENSMUSG00000104682-P,Glyoxime,0.545544726,0.205281505,7,0.4,0.6,4,0.872081599,0.053854218,5,0.769346022,0.000493418,16,3,True,+,1,0.08213627
ENSMUSG00000013858-P,Guanabenz,,,1,-1.0,0.0,4,-0.532311746,0.218708503,7,-0.864686887,0.000283404,12,2,True,-,-1,0.068799029
ENSMUSG00000032238-P,Guanabenz,,,1,1.0,0.0,4,0.679156366,0.093357143,7,0.896321773,7.91e-05,12,2,True,+,1,0.050867836
ENSMUSG00000072763-P,Guanabenz,,,1,1.0,0.0,4,0.752578676,0.050922984,7,0.826022026,0.000929938,12,2,True,+,1,0.098452429
ENSMUSG00000025231-P,Guanabenz,,,1,-1.0,0.0,4,-0.587378479,0.16554196,7,-0.871716861,0.00021974,12,2,True,-,-1,0.067071685
ENSMUSG00000030058-P,"Guanidine, N,N-dimethyl-",-0.692345099,0.084724349,7,-0.8,0.2,4,-0.734223098,0.060247046,7,-0.770991079,0.000180027,18,3,True,-,-1,0.065404371
ENSMUSG00000031864-P,"Guanidine, N,N-dimethyl-",-0.580072921,0.172180758,7,-0.8,0.2,4,-0.826000985,0.022033805,7,-0.761664574,0.000239943,18,3,True,-,-1,0.067071685
ENSMUSG00000036613-P,Heptadecanoic acid,-0.257142857,0.622787172,6,-1.0,0.0,4,-0.898177426,0.006011091,7,-0.742474311,0.000641113,17,3,True,-,-1,0.089999952
ENSMUSG00000054484-P,Heptanoic acid,0.985610761,0.000309086,6,0.8,0.2,4,0.085714286,0.87174344,6,0.824135617,8.64e-05,16,3,True,+,1,0.053710515
ENSMUSG00000026509-P,Heptanoic acid,0.840668002,0.036057573,6,0.8,0.2,4,0.6,0.208,6,0.883002447,5.87e-06,16,3,True,+,1,0.015275194
ENSMUSG00000003190-P,Heptanoic acid,0.231908414,0.658373571,6,1.0,0.0,4,0.371428571,0.468478134,6,0.779985494,0.000365569,16,3,True,+,1,0.073673108
ENSMUSG00000024800-P,Heptanoic acid,0.173931311,0.741733928,6,0.8,0.2,4,0.714285714,0.110787172,6,0.757910433,0.000669784,16,3,True,+,1,0.091755715
ENSMUSG00000102664-P,Hexanoic acid,-0.88949918,0.007339426,7,-0.632455532,0.367544468,4,-0.381881308,0.397917325,7,-0.775756102,0.000154658,18,3,True,-,-1,0.061889587
ENSMUSG00000033948-P,Hexanoylglycine,,,2,1.0,0.0,4,1.0,0.0,7,0.82967033,0.000450286,13,2,True,+,1,0.078582552
ENSMUSG00000041012-P,Hexanoylglycine,,,2,0.4,0.6,4,0.714285714,0.071343561,7,0.807692308,0.00083916,13,2,True,+,1,0.09748109
ENSMUSG00000007892-P,Hexanoylglycine,,,2,0.8,0.2,4,0.571428571,0.180201989,7,0.813186813,0.000723608,13,2,True,+,1,0.095082146
ENSMUSG00000038717-P,Hexanoylglycine,,,2,1.0,0.0,4,0.642857143,0.119392373,7,0.835164835,0.000380208,13,2,True,+,1,0.073907169
ENSMUSG00000028030-P,Hexanoylglycine,,,2,-1.0,0.0,4,-0.785714286,0.036238463,7,-0.846153846,0.000266012,13,2,True,-,-1,0.067557513
ENSMUSG00000029198-P,Hydantoic acid,-0.642857143,0.119392373,7,,,0,-0.885714286,0.018845481,6,-0.813186813,0.000723608,13,2,True,-,-1,0.095082146
ENSMUSG00000063894-P,Hydracrylic acid,0.702731221,0.078237454,7,0.4,0.6,4,0.785714286,0.036238463,7,0.719669688,0.000759574,18,3,True,+,1,0.09657613
ENSMUSG00000025474-P,Hydracrylic acid,0.540562478,0.210289253,7,0.4,0.6,4,0.642857143,0.119392373,7,0.711409491,0.000930803,18,3,True,+,1,0.098452429
ENSMUSG00000056054-P,Hydracrylic acid,-0.594618725,0.159089994,7,-0.632455532,0.367544468,4,-0.464285714,0.293934108,7,-0.715986377,0.000832352,18,3,True,-,-1,0.09748109
ENSMUSG00000104682-P,Hydracrylic acid,0.342356236,0.452251222,7,0.8,0.2,4,0.642857143,0.119392373,7,0.731027459,0.00056772,18,3,True,+,1,0.086271079
ENSMUSG00000056735-P,Hydracrylic acid,-0.558581227,0.192452532,7,-0.25819889,0.74180111,4,-0.5,0.253169995,7,-0.736679625,0.000488544,18,3,True,-,-1,0.081651821
ENSMUSG00000041491-P,Hydracrylic acid,0.900937463,0.005620587,7,0.8,0.2,4,0.285714286,0.534509229,7,0.750645428,0.000331604,18,3,True,+,1,0.070704867
ENSMUSG00000019907-P,Hydroquinidine,0.75,0.0521814,7,,,2,0.75,0.0521814,7,0.770588235,0.000476822,16,2,True,+,1,0.080592749
ENSMUSG00000036718-P,Hydroquinone,1.0,0.0,4,1.0,0.0,3,0.872081599,0.053854218,5,0.88266335,0.000143397,12,3,True,+,1,0.060080126
ENSMUSG00000045817-P,Indole-3-lactic acid,0.928571429,0.002519472,7,1.0,0.0,3,0.75,0.0521814,7,0.901960784,7.5e-07,17,3,True,+,1,0.002752745
ENSMUSG00000022023-P,Indole-3-lactic acid,0.75,0.0521814,7,0.5,0.666666667,3,0.857142857,0.013697327,7,0.776960784,0.000243315,17,3,True,+,1,0.067071685
ENSMUSG00000036613-P,Indole-5-carboxylic acid,-0.357142857,0.431611352,7,-1.0,0.0,3,-0.5,0.391002219,5,-0.771428571,0.000756875,15,3,True,-,-1,0.096480633
ENSMUSG00000008140-P,Indole-5-carboxylic acid,-0.535714286,0.215217456,7,-0.5,0.666666667,3,-0.9,0.037386073,5,-0.782142857,0.00056971,15,3,True,-,-1,0.086412649
ENSMUSG00000007892-P,Indole-5-carboxylic acid,-0.178571429,0.701657943,7,-1.0,0.0,3,-0.2,0.747060078,5,-0.817857143,0.000195137,15,3,True,-,-1,0.067071685
ENSMUSG00000037012-P,Indole-5-carboxylic acid,-0.571428571,0.180201989,7,-0.5,0.666666667,3,-0.5,0.391002219,5,-0.771428571,0.000756875,15,3,True,-,-1,0.096480633
ENSMUSG00000105729-P,Indole-5-carboxylic acid,,,7,-1.0,0.0,3,-0.3,0.623837665,5,-0.761502701,0.000972107,15,2,True,-,-1,0.099661182
ENSMUSG00000024170-P,"Inosose-2, 1,3,4,5,6-pentakis-",-0.828571429,0.041562682,6,-0.2,0.8,4,-0.928571429,0.002519472,7,-0.757352941,0.000430216,17,3,True,-,-1,0.078055046
ENSMUSG00000056952-P,"Inosose-2, 1,3,4,5,6-pentakis-",-0.771428571,0.072396501,6,-0.8,0.2,4,-0.607142857,0.148231161,7,-0.786764706,0.000179117,17,3,True,-,-1,0.065404371
ENSMUSG00000031246-P,"Inosose-2, 1,3,4,5,6-pentakis-",0.657142857,0.156174927,6,0.4,0.6,4,0.571428571,0.180201989,7,0.769607843,0.00030321,17,3,True,+,1,0.070192523
ENSMUSG00000030216-P,Isofucosterol,0.75,0.0521814,7,1.0,0.0,4,0.684712472,0.089666453,7,0.780588643,0.000132086,18,3,True,+,1,0.059783548
ENSMUSG00000039253-P,Isofucosterol,0.178571429,0.701657943,7,0.8,0.2,4,0.828862466,0.021173516,7,0.723799787,0.000684366,18,3,True,+,1,0.093109545
ENSMUSG00000032633-P,Isofucosterol,0.285714286,0.534509229,7,1.0,0.0,4,0.270281239,0.557730749,7,0.714507065,0.000863173,18,3,True,+,1,0.09748109
ENSMUSG00000005510-P,Isofucosterol,0.5,0.253169995,7,0.4,0.6,4,0.576599976,0.175381825,7,0.786783791,0.000107281,18,3,True,+,1,0.056988561
ENSMUSG00000039883-P,Isofucosterol,-0.357142857,0.431611352,7,-0.8,0.2,4,-0.630656224,0.128887696,7,-0.72896241,0.000599204,18,3,True,-,-1,0.088618622
ENSMUSG00000001687-P,Isofucosterol,0.571428571,0.180201989,7,0.2,0.8,4,0.666693722,0.10192046,7,0.722767262,0.000702558,18,3,True,+,1,0.093907615
ENSMUSG00000021686-P,Isofucosterol,0.142857143,0.7599453,7,0.6,0.4,4,0.882918713,0.008450342,7,0.734125033,0.000523097,18,3,True,+,1,0.083369543
ENSMUSG00000038084-P,Isofucosterol,0.428571429,0.337368311,7,1.0,0.0,4,0.468487481,0.288996772,7,0.784718742,0.000115068,18,3,True,+,1,0.056988561
ENSMUSG00000027523-P,Isofucosterol,0.571428571,0.180201989,7,0.8,0.2,4,0.918956212,0.003436626,7,0.714507065,0.000863173,18,3,True,+,1,0.09748109
ENSMUSG00000051510-P,Isofucosterol,0.821428571,0.023448808,7,0.8,0.2,4,0.540562478,0.210289253,7,0.715539589,0.000841562,18,3,True,+,1,0.09748109
ENSMUSG00000040661-P,Isofucosterol,0.75,0.0521814,7,0.8,0.2,4,0.306318737,0.504027009,7,0.755808051,0.000285549,18,3,True,+,1,0.068981698
ENSMUSG00000030616-P,Isofucosterol,0.357142857,0.431611352,7,0.4,0.6,4,0.576599976,0.175381825,7,0.736190083,0.000495013,18,3,True,+,1,0.082263521
ENSMUSG00000036613-P,Isonicotinic Acid,-0.75,0.0521814,7,-0.5,0.666666667,3,-0.964285714,0.000454149,7,-0.911764706,3.51e-07,17,3,True,-,-1,0.00157839
ENSMUSG00000041012-P,Isonicotinic Acid,-0.642857143,0.119392373,7,-1.0,0.0,3,-0.857142857,0.013697327,7,-0.786764706,0.000179117,17,3,True,-,-1,0.065404371
ENSMUSG00000068196-P,Isonicotinic Acid,-0.607142857,0.148231161,7,-0.5,0.666666667,3,-0.642857143,0.119392373,7,-0.806372549,9.24e-05,17,3,True,-,-1,0.054458719
ENSMUSG00000024098-P,Isonicotinic Acid,-0.607142857,0.148231161,7,-0.5,0.666666667,3,-0.821428571,0.023448808,7,-0.759803922,0.000401789,17,3,True,-,-1,0.076013674
ENSMUSG00000068284-P,Isopropyl palmitate,0.846881215,0.016197127,7,,,2,0.327326835,0.473596936,7,0.804718252,0.000170285,16,2,True,+,1,0.064869276
ENSMUSG00000022781-P,Isopropyl palmitate,0.558581227,0.192452532,7,,,2,0.545544726,0.205281505,7,0.800296724,0.000196684,16,2,True,+,1,0.067071685
ENSMUSG00000025060-P,Isopropyl palmitate,0.612637475,0.143588575,7,,,2,0.454620605,0.305431151,7,0.785558294,0.000310405,16,2,True,+,1,0.070192523
ENSMUSG00000030016-P,Isopropyl palmitate,0.792824967,0.033443544,7,,,2,0.709208143,0.07433118,7,0.760502964,0.000625851,16,2,True,+,1,0.089059848
ENSMUSG00000001687-P,Isopropyl palmitate,0.684712472,0.089666453,7,,,2,0.490990253,0.263193811,7,0.851881227,2.81e-05,16,2,True,+,1,0.035186847
ENSMUSG00000096971-P,Isopropyl palmitate,0.450468731,0.310429302,7,,,2,0.272772363,0.553960652,7,0.74871222,0.0008466,16,2,True,+,1,0.09748109
ENSMUSG00000021686-P,Isopropyl palmitate,0.792824967,0.033443544,7,,,2,0.600099198,0.15429104,7,0.779662922,0.000368995,16,2,True,+,1,0.073684344
ENSMUSG00000024975-P,Isopropyl palmitate,0.630656224,0.128887696,7,,,2,0.654653671,0.110566691,7,0.745764534,0.000910746,16,2,True,+,1,0.098452429
ENSMUSG00000024576-P,Isopropyl palmitate,0.540562478,0.210289253,7,,,2,0.327326835,0.473596936,7,0.750186063,0.000815945,16,2,True,+,1,0.09748109
ENSMUSG00000042686-P,Isopropyl palmitate,0.630656224,0.128887696,7,,,2,0.400066132,0.373847495,7,0.751659906,0.000786206,16,2,True,+,1,0.09748109
ENSMUSG00000051285-P,Isopropyl palmitate,0.991031209,1.46e-05,7,,,2,0.327326835,0.473596936,7,0.803244409,0.000178736,16,2,True,+,1,0.065404371
ENSMUSG00000051510-P,Isopropyl palmitate,0.72074997,0.067634995,7,,,2,0.78194744,0.037769723,7,0.77376755,0.000436432,16,2,True,+,1,0.078451543
ENSMUSG00000014846-P,Isopropyl palmitate,-0.558581227,0.192452532,7,,,2,-0.78194744,0.037769723,7,-0.779662922,0.000368995,16,2,True,-,-1,0.073684344
ENSMUSG00000040661-P,Isopropyl palmitate,0.594618725,0.159089994,7,,,2,0.763762616,0.045659124,7,0.909361102,1.06e-06,16,2,True,+,1,0.003740774
ENSMUSG00000072763-P,Isopropyl palmitate,0.882918713,0.008450342,7,,,2,0.490990253,0.263193811,7,0.863671971,1.62e-05,16,2,True,+,1,0.025533297
ENSMUSG00000031715-P,Isopropyl palmitate,0.630656224,0.128887696,7,,,2,0.163663418,0.725862474,7,0.750186063,0.000815945,16,2,True,+,1,0.09748109
ENSMUSG00000020546-P,Isopropyl palmitate,0.738768719,0.057858497,7,,,2,0.600099198,0.15429104,7,0.82829974,7.4e-05,16,2,True,+,1,0.049158065
ENSMUSG00000055681-P,L-5-Oxoproline,0.785714286,0.036238463,7,,,2,0.75,0.0521814,7,0.797058824,0.000218098,16,2,True,+,1,0.067071685
ENSMUSG00000044296-P,L-5-Oxoproline,-0.95499371,0.000805535,7,,,2,-0.360374985,0.427148809,7,-0.758000345,0.000668219,16,2,True,-,-1,0.09166812
ENSMUSG00000032261-P,L-5-Oxoproline,0.321428571,0.482072038,7,,,2,0.821428571,0.023448808,7,0.744117647,0.000948283,16,2,True,+,1,0.098452429
ENSMUSG00000017286-P,L-5-Oxoproline,0.821428571,0.023448808,7,,,2,0.392857143,0.38331687,7,0.761764706,0.000605343,16,2,True,+,1,0.088618622
ENSMUSG00000031513-P,L-5-Oxoproline,0.75,0.0521814,7,,,2,0.821428571,0.023448808,7,0.823529412,8.84e-05,16,2,True,+,1,0.053710515
ENSMUSG00000015839-P,L-Alanine,-0.6,0.208,6,-0.8,0.2,4,-0.864899964,0.011965035,7,-0.757817432,0.000424704,17,3,True,-,-1,0.078055046
ENSMUSG00000025474-P,L-Asparagine,0.857142857,0.013697327,7,0.5,0.666666667,3,0.9,0.037386073,5,0.807142857,0.000275244,15,3,True,+,1,0.068741648
ENSMUSG00000068762-P,L-Asparagine,-0.785714286,0.036238463,7,-0.5,0.666666667,3,-0.9,0.037386073,5,-0.816801041,0.00020206,15,3,True,-,-1,0.067071685
ENSMUSG00000039883-P,L-Aspartic acid,-0.214285714,0.644511581,7,-0.2,0.8,4,-0.144149994,0.757817936,7,-0.748580379,0.000351697,18,3,True,-,-1,0.072722802
ENSMUSG00000022427-P,L-Aspartic acid,0.321428571,0.482072038,7,0.8,0.2,4,0.702731221,0.078237454,7,0.781621168,0.000127644,18,3,True,+,1,0.059077469
ENSMUSG00000032261-P,L-Aspartic acid,0.321428571,0.482072038,7,0.4,0.6,4,0.558581227,0.192452532,7,0.746515329,0.000372805,18,3,True,+,1,0.073907169
ENSMUSG00000017286-P,L-Aspartic acid,0.535714286,0.215217456,7,0.6,0.4,4,0.702731221,0.078237454,7,0.741352706,0.000430279,18,3,True,+,1,0.078055046
ENSMUSG00000064340-P,L-Aspartic acid,-0.214285714,0.644511581,7,-1.0,0.0,4,-0.270281239,0.557730749,7,-0.800206612,6.67e-05,18,3,True,-,-1,0.048092647
ENSMUSG00000058351-P,L-Cysteine,0.527359901,0.223836601,7,0.948683298,0.051316702,4,0.090093746,0.84767208,7,0.77663041,0.000150349,18,3,True,+,1,0.061889587
ENSMUSG00000078485-P,L-Glutamine,0.555936987,0.195022425,7,0.774596669,0.225403331,4,0.900937463,0.005620587,7,0.778642337,0.000140816,18,3,True,+,1,0.059783548
ENSMUSG00000098113-P,L-Glutamine,0.378393734,0.402602202,7,,,4,0.576599976,0.175381825,7,0.728647542,0.000604131,18,2,True,+,1,0.088618622
ENSMUSG00000002660-P,L-Glutamine,-0.785714286,0.036238463,7,-0.8,0.2,4,-0.72074997,0.067634995,7,-0.741352706,0.000430279,18,3,True,-,-1,0.078055046
ENSMUSG00000004040-P,L-Hydroxyproline,,,1,-0.5,0.666666667,3,-0.7,0.188120404,5,-0.916666667,0.000506619,9,2,True,-,-1,0.082373118
